2020-10-22T23:19:30.221341032Z,0.032046,155.688747,200,
2020-10-22T23:19:30.195680392Z,0.036172,181.646634,200,
2020-10-22T23:19:30.383517192Z,0.012697,20.944434,200,
2020-10-22T23:19:30.208408643Z,0.025949,196.153980,200,
2020-10-22T23:19:30.404633262Z,0.010284,12.158188,200,
2020-10-22T23:19:30.201606638Z,0.021357,222.042667,200,
2020-10-22T23:19:30.283855494Z,0.044399,145.887208,200,
2020-10-22T23:19:30.416880934Z,0.022093,12.949621,200,
2020-10-22T23:19:30.429602761Z,0.013177,7.168053,200,
2020-10-22T23:19:30.436661454Z,0.012489,3.861981,200,
2020-10-22T23:19:30.441811035Z,0.012807,4.046893,200,
2020-10-22T23:19:30.357624223Z,0.015496,88.303781,200,
2020-10-22T23:19:30.44692935Z,0.012297,1.087591,200,
2020-10-22T23:19:30.336676746Z,0.027121,112.899662,200,
2020-10-22T23:19:30.452052243Z,0.011748,1.131387,200,
2020-10-22T23:19:30.457173136Z,0.012544,1.102556,200,
2020-10-22T23:19:30.462300907Z,0.013023,1.086887,200,
2020-10-22T23:19:30.46742305Z,0.013266,1.198235,200,
2020-10-22T23:19:30.472550277Z,0.013412,1.093990,200,
2020-10-22T23:19:30.477674977Z,0.012334,1.155746,200,
2020-10-22T23:19:30.482798422Z,0.013064,1.100735,200,
2020-10-22T23:19:30.487909478Z,0.012560,1.058282,200,
2020-10-22T23:19:30.493030903Z,0.012651,1.049819,200,
2020-10-22T23:19:30.497903311Z,0.012639,1.083278,200,
2020-10-22T23:19:30.502772933Z,0.012501,1.048180,200,
2020-10-22T23:19:30.507651026Z,0.030596,1.131378,200,
2020-10-22T23:19:30.512526848Z,0.013337,1.104304,200,
2020-10-22T23:19:30.517402226Z,0.012242,1.090454,200,
2020-10-22T23:19:30.522274996Z,0.012660,1.046828,200,
2020-10-22T23:19:30.527148212Z,0.018532,1.064191,200,
2020-10-22T23:19:30.532024126Z,0.012288,1.033633,200,
2020-10-22T23:19:30.536890601Z,0.013885,1.029039,200,
2020-10-22T23:19:30.541766418Z,0.012271,1.059013,200,
2020-10-22T23:19:30.546636674Z,0.012566,1.103820,200,
2020-10-22T23:19:30.551528052Z,0.012656,1.097076,200,
2020-10-22T23:19:30.556406936Z,0.012418,1.150589,200,
2020-10-22T23:19:30.561284251Z,0.011912,1.171939,200,
2020-10-22T23:19:30.566157983Z,0.012426,1.137456,200,
2020-10-22T23:19:30.571027224Z,0.012675,1.114600,200,
2020-10-22T23:19:30.57590364Z,0.012155,1.094711,200,
2020-10-22T23:19:30.580774037Z,0.012851,1.099203,200,
2020-10-22T23:19:30.585654996Z,0.011866,1.180325,200,
2020-10-22T23:19:30.59057891Z,0.011996,1.176052,200,
2020-10-22T23:19:30.595450076Z,0.012721,1.205849,200,
2020-10-22T23:19:30.600329131Z,0.020111,1.112422,200,
2020-10-22T23:19:30.605219992Z,0.012816,1.092986,200,
2020-10-22T23:19:30.610097936Z,0.012710,1.237971,200,
2020-10-22T23:19:30.614974136Z,0.011367,1.390548,200,
2020-10-22T23:19:30.619852115Z,0.012587,1.774734,200,
2020-10-22T23:19:30.624729295Z,0.011102,1.899746,200,
2020-10-22T23:19:30.629606599Z,0.012288,1.205684,200,
2020-10-22T23:19:30.6344735Z,0.024114,1.108506,200,
2020-10-22T23:19:30.639349022Z,0.012437,1.065943,200,
2020-10-22T23:19:30.644233035Z,0.012689,1.067793,200,
2020-10-22T23:19:30.64909952Z,0.013924,1.044684,200,
