2020-10-22T23:19:30.221341032Z,155.688747
2020-10-22T23:19:30.195680392Z,181.646634
2020-10-22T23:19:30.383517192Z,20.944434
2020-10-22T23:19:30.208408643Z,196.153980
2020-10-22T23:19:30.404633262Z,12.158188
2020-10-22T23:19:30.201606638Z,222.042667
2020-10-22T23:19:30.283855494Z,145.887208
2020-10-22T23:19:30.416880934Z,12.949621
2020-10-22T23:19:30.429602761Z,7.168053
2020-10-22T23:19:30.436661454Z,3.861981
2020-10-22T23:19:30.441811035Z,4.046893
2020-10-22T23:19:30.357624223Z,88.303781
2020-10-22T23:19:30.44692935Z,1.087591
2020-10-22T23:19:30.336676746Z,112.899662
2020-10-22T23:19:30.452052243Z,1.131387
2020-10-22T23:19:30.457173136Z,1.102556
2020-10-22T23:19:30.462300907Z,1.086887
2020-10-22T23:19:30.46742305Z,1.198235
2020-10-22T23:19:30.472550277Z,1.093990
2020-10-22T23:19:30.477674977Z,1.155746
2020-10-22T23:19:30.482798422Z,1.100735
2020-10-22T23:19:30.487909478Z,1.058282
2020-10-22T23:19:30.493030903Z,1.049819
2020-10-22T23:19:30.497903311Z,1.083278
2020-10-22T23:19:30.502772933Z,1.048180
2020-10-22T23:19:30.507651026Z,1.131378
2020-10-22T23:19:30.512526848Z,1.104304
2020-10-22T23:19:30.517402226Z,1.090454
2020-10-22T23:19:30.522274996Z,1.046828
2020-10-22T23:19:30.527148212Z,1.064191
2020-10-22T23:19:30.532024126Z,1.033633
2020-10-22T23:19:30.536890601Z,1.029039
2020-10-22T23:19:30.541766418Z,1.059013
2020-10-22T23:19:30.546636674Z,1.103820
2020-10-22T23:19:30.551528052Z,1.097076
2020-10-22T23:19:30.556406936Z,1.150589
2020-10-22T23:19:30.561284251Z,1.171939
2020-10-22T23:19:30.566157983Z,1.137456
2020-10-22T23:19:30.571027224Z,1.114600
2020-10-22T23:19:30.57590364Z,1.094711
2020-10-22T23:19:30.580774037Z,1.099203
2020-10-22T23:19:30.585654996Z,1.180325
2020-10-22T23:19:30.59057891Z,1.176052
2020-10-22T23:19:30.595450076Z,1.205849
2020-10-22T23:19:30.600329131Z,1.112422
2020-10-22T23:19:30.605219992Z,1.092986
2020-10-22T23:19:30.610097936Z,1.237971
2020-10-22T23:19:30.614974136Z,1.390548
2020-10-22T23:19:30.619852115Z,1.774734
2020-10-22T23:19:30.624729295Z,1.899746
2020-10-22T23:19:30.629606599Z,1.205684
2020-10-22T23:19:30.6344735Z,1.108506
2020-10-22T23:19:30.639349022Z,1.065943
2020-10-22T23:19:30.644233035Z,1.067793
2020-10-22T23:19:30.64909952Z,1.044684
2020-10-22T23:19:30.653974569Z,1.098471
2020-10-22T23:19:30.658844575Z,1.029333
2020-10-22T23:19:30.663724371Z,1.072244
2020-10-22T23:19:30.668600444Z,1.113720
2020-10-22T23:19:30.673473999Z,1.084603
2020-10-22T23:19:30.678353034Z,1.063008
2020-10-22T23:19:30.683238848Z,1.034933
2020-10-22T23:19:30.688118223Z,1.047744
2020-10-22T23:19:30.692992121Z,1.024932
